video_title,webVideoUrl,Account,date_published,likeCount,shareCount,playCount,commentCount,videoMeta.duration,hashtags,time_period
"Gulf Islands Waterpark in Gulfport, Mississippi, is celebrating 20 years in operation. Take a look behind the scenes. 

To read more, check out sunherald.com. 

#waterpark #waterslide #summer #entertainment #news #mscoast #mississippi #thingstodo #water #gulfport",https://www.tiktok.com/@sunherald/video/7506201984224087326,sunherald,5/19/2025,111,29,5388,8,49,"['waterpark','waterslide','summer','entertainment','news','mscoast','mississippi','thingstodo','water','gulfport']",16:30:02
"The U.S. Border Patrol's New Orleans Sector announced that over 40 illegal aliens were apprehended while traveling on I-10.
 
And on Saturday, Homeland Security agents armed with search warrants raided a farm in the Lizana community for alleged illegal cockfighting and gambling.
 
More details on both cases on WLOX.com.
#ICE #immigrant #immigration #homelandsecurity #farm #lizana #harrisoncounty #gulfport #Mississippi #police #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7501423713234013482,wloxtv,5/6/2025,32,10,2274,2,51,"['ice','immigrant','immigration','homelandsecurity','farm','lizana','harrisoncounty','gulfport','mississippi','police','news','wloxnews','fyp']",23:36:04
"Keesler Air Force Base confirmed to WLOX that the base is on lockdown and an investigation is ongoing.

The Biloxi Police Department said there were reports of an active shooter, but so far, no evidence has been found to support that.

@Blaze WLOX has the details on WLOX.con
#airforce #militarytiktok #keeslerafb #afb #lockdown #police #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7501715897086643499,wloxtv,5/7/2025,187,114,10600,8,49,"['airforce','militarytiktok','keeslerafb','afb','lockdown','police','wloxnews','fyp']",14:15:00
"Law enforcnent officers are beginning to leave the scene.
  
@Blaze WLOX is outside Kessler Air Force Base and has an update on what is happening surrounding the lockdown. 
#keeslerafb #military #militarytiktok #airforce #afb #lockdown #police #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7501727699585764654,wloxtv,5/7/2025,153,49,11600,4,57,"['keeslerafb','military','militarytiktok','airforce','afb','lockdown','police','wloxnews','fyp']",16:00:00
"Keesler Air Force Base confirmed to WLOX that the base was on lockdown Wednesday morning, but it has since been lifted.
 
The Biloxi Police Department initially said there were reports of an active shooter around 8:00 a.m.
 
After investigating, officials with Keesler AFB said there were no indications of an active shooter or active threat.
 
@Noah Noble has more details at WLOX.com.
#airforce #militarytiktok #military #KeeslerAFB #AFB #lockdown #police #airforce #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7501777431066414382,wloxtv,5/7/2025,103,45,4041,1,61,"['airforce','militarytiktok','military','keeslerafb','afb','lockdown','police','airforce','news','wloxnews','fyp']",21:13:45
"A sinkhole captured a vehicle in Gulfport Wednesday afternoon, and residents are worried about their safety.
 
""There was a van whose right side had fallen into the hole,"" said Jacque Salsman, who saw the sinkhole outside her home.
 
A water main bursting below the road created the sinkhole on Demaret Drive.
 
More details at WLOX.com.
#sinkhole #washout #road #gulfport #rain #rainstorm #drainagesystem #car #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7502153566501801262,wloxtv,5/8/2025,176,50,4296,7,103,"['sinkhole','washout','road','gulfport','rain','rainstorm','drainagesystem','car','news','wloxnews','fyp']",20:00:04
"On Thursday, both teachers and students at St. James Catholic School in Gulfport sat anxiously as they awaited to find out who would be elected as the next pope.
 
Students gathered around televisions inside their classrooms and the cafeteria to watch with the rest of the world as Cardinal Robert Prevost made his first appearance as Pope Leo XIV.
 
More details on WLOX.com.
#pope #popeleoxiv #catholic #catholictiktok #vatican #americanpope #chicago #stjames #catholicschool #popeleo #newpope #catholicchurch #gulfport #wloxnews #news #fyp",https://www.tiktok.com/@wloxtv/video/7502529959135808814,wloxtv,5/9/2025,435,3,7662,5,103,"['pope','popeleoxiv','catholic','catholictiktok','vatican','americanpope','chicago','stjames','catholicschool','popeleo','newpope','catholicchurch','gulfport','wloxnews','news','fyp']",15:28:21
"In the latest development in the ongoing battles between the Secretary of State and Coast casinos, a chancery court judge ruled that a portion of property owned by The Grand is not state-owned.
 
The Grand rebranded to Harrah's in 2014, but it is still listed as the property owner. In a judgment announced Friday, a chancery court judge decided that The Grand's waterfront property is not state-owned because of the Spanish land grant.
 
More details at WLOX.com.
#Lawsuit #legal #secretaryofstate #tidelands #lease #casino #mississippi #thegrand #harrahs #biloxi #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7503633866553298219,wloxtv,5/12/2025,65,7,2609,0,79,"['lawsuit','legal','secretaryofstate','tidelands','lease','casino','mississippi','thegrand','harrahs','biloxi','wloxnews','fyp']",16:20:52
"A death investigation is underway after a body was reported in Gulfport's Bayou Bernard on Monday.
 
According to Gulfport Police, a boater reported a body floating in the water around 1 p.m.
 
Detectives at the scene did not see any obvious signs of foul play, Police Chief Adam Cooper told WLOX News, but it is not being ruled out.
 
More details at WLOX.com.
#Bayou #bayoubernard #gulfportlake #body #water #gulfportpolice #gulfport #mississippi #news #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7504017333824867630,wloxtv,5/13/2025,123,51,4928,2,24,"['bayou','bayoubernard','gulfportlake','body','water','gulfportpolice','gulfport','mississippi','news','wloxnews','fyp']",16:48:16
"Smalls Sliders celebrated its grand opening in Biloxi on Tuesday.
 
The eatery specializes in cheeseburger sliders, waffle fries, and milkshakes.
 
More details on WLOX.com.
#foodie #foodtok #foodtiktok #burger #sliders #smallssliders #biloxi #mississippi #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7504374739041930538,wloxtv,5/14/2025,220,107,9193,13,40,"['foodie','foodtok','foodtiktok','burger','sliders','smallssliders','biloxi','mississippi','wloxnews','fyp']",16:00:34
"Thousands of people came from all over the state of Mississippi and the country to celebrate Jamal and his success on American Idol.
 
He took center stage on Meridian's City Hall lawn after a parade through the city, and performed many hits.
 
Being a teacher and balancing a show like this, his performances mean a lot to many.
 
More details on WLOX.com.
#AmericanIdol #top3 #seasonfinale #jamalroberts #singer #teahcer #teachersoftiktok #peteacher #meridian #mississippi #wloxnews #fyp",https://www.tiktok.com/@wloxtv/video/7504755226801360170,wloxtv,5/15/2025,279,10,5203,19,135,"['americanidol','top3','seasonfinale','jamalroberts','singer','teahcer','teachersoftiktok','peteacher','meridian','mississippi','wloxnews','fyp']",16:03:05
#fyp? #fyppppppppppppppppppppppp #JacksonState #sonicboomofthesouth #sonicboom #RoseParade,https://www.tiktok.com/@wlbt3onyourside/video/7455003157446315295,wlbt3onyourside,1/1/2025,1765,106,19400,70,125,"['fyp?','fyppppppppppppppppppppppp','jacksonstate','sonicboomofthesouth','sonicboom','roseparade']",19:35:56
Alexis Scott-Windham says she was shot in her right foot and struck by the truck that plowed through the crowd. #fyp? #fyp #fyppppppppppppppppppppppp #crime #crimetok,https://www.tiktok.com/@wlbt3onyourside/video/7455735682846280991,wlbt3onyourside,1/3/2025,192,21,6671,3,154,"['fyp?','fyp','fyppppppppppppppppppppppp','crime','crimetok']",12:00:12
#fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #politics,https://www.tiktok.com/@wlbt3onyourside/video/7456899050047081758,wlbt3onyourside,1/6/2025,58,5,1791,4,76,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','politics']",14:03:47
#fyppppppppppppppppppppppp #fyp? #Mississippi #LincolnCounty,https://www.tiktok.com/@wlbt3onyourside/video/7457166148300197151,wlbt3onyourside,1/7/2025,518,260,15500,261,136,"['fyppppppppppppppppppppppp','fyp?','mississippi','lincolncounty']",17:58:20
#fyp? #fyp #fyppppppppppppppppppppppp #crime,https://www.tiktok.com/@wlbt3onyourside/video/7457216221751053599,wlbt3onyourside,1/7/2025,4535,3470,120500,591,46,"['fyp?','fyp','fyppppppppppppppppppppppp','crime']",22:59:24
#fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #crimetok,https://www.tiktok.com/@wlbt3onyourside/video/7457304224402001183,wlbt3onyourside,1/7/2025,653,50,17200,30,72,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','crimetok']",13:45:00
#fyp? #fyp #fyppppppppppppppppppppppp #f #foryoupage,https://www.tiktok.com/@wlbt3onyourside/video/7458409098057354526,wlbt3onyourside,1/10/2025,258,62,5726,33,57,"['fyp?','fyp','fyppppppppppppppppppppppp','f','foryoupage']",15:41:03
#fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #foryoupage #couple,https://www.tiktok.com/@wlbt3onyourside/video/7459463772554546462,wlbt3onyourside,1/13/2025,99,3,2560,6,50,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','foryoupage','couple']",01:48:34
#fyp? #fyp #fyppppppppppppppppppppppp #crimetok #crime #foryoupage,https://www.tiktok.com/@wlbt3onyourside/video/7459533903984971038,wlbt3onyourside,1/13/2025,876,690,20900,45,51,"['fyp?','fyp','fyppppppppppppppppppppppp','crimetok','crime','foryoupage']",23:37:17
#fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #politics #foryoupage,https://www.tiktok.com/@wlbt3onyourside/video/7463581950394076447,wlbt3onyourside,1/24/2025,96,57,3121,16,76,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','politics','foryoupage']",15:53:13
#fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #crimetok #crime,https://www.tiktok.com/@wlbt3onyourside/video/7464983631879048478,wlbt3onyourside,1/28/2025,323,191,15700,22,82,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','crimetok','crime']",13:50:09
#fyppppppppppppppppppppppp #fyp? #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7465353726132292894,wlbt3onyourside,1/29/2025,119,30,2405,4,104,"['fyppppppppppppppppppppppp','fyp?','mississippi']",13:47:29
#fyp? #fyp #fyppppppppppppppppppppppp #news #lawsuit,https://www.tiktok.com/@wlbt3onyourside/video/7465428431589723423,wlbt3onyourside,1/29/2025,76,31,2310,12,96,"['fyp?','fyp','fyppppppppppppppppppppppp','news','lawsuit']",16:30:00
#fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #crimetok #crime #Jackson,https://www.tiktok.com/@wlbt3onyourside/video/7468072855142403359,wlbt3onyourside,2/5/2025,3138,479,70600,336,24,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','crimetok','crime','jackson']",03:26:55
"Authorities have confirmed that the human remains found are that of a missing college student and a well-known member of the LGBTQ+ community. 

#fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #crimetok #crime #news",https://www.tiktok.com/@wlbt3onyourside/video/7468082284386667807,wlbt3onyourside,2/5/2025,131,15,3232,5,151,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','crimetok','crime','news']",00:09:32
A suspect has been arrested in connection to the death of a Kansas City reporter who was in New Orleans on assignment to cover the Super Bowl #fyp? #fyp #fyppppppppppppppppppppppp #crimetok #crime,https://www.tiktok.com/@wlbt3onyourside/video/7468777731140930846,wlbt3onyourside,2/7/2025,122,99,9595,20,51,"['fyp?','fyp','fyppppppppppppppppppppppp','crimetok','crime']",21:18:39
"The Starkville native and former Ole Miss wide receiver remembers where he came from, repping his hometown after his first Super Bowl victory. #fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #superbowl #football",https://www.tiktok.com/@wlbt3onyourside/video/7469853634235354398,wlbt3onyourside,2/10/2025,2336,205,19500,86,25,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','superbowl','football']",15:40:54
#fyppppppppppppppppppppppp #fyp? #Mississippi #crimetok,https://www.tiktok.com/@wlbt3onyourside/video/7470239911984008479,wlbt3onyourside,2/11/2025,114,18,4760,0,22,"['fyppppppppppppppppppppppp','fyp?','mississippi','crimetok']",18:13:17
#fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #crimetok #crime #news,https://www.tiktok.com/@wlbt3onyourside/video/7470678279662357790,wlbt3onyourside,2/12/2025,66,17,2698,2,40,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','crimetok','crime','news']",15:30:00
"A 4-year-old boy got a big surprise after his name was said on a police radio!

According to the Richland Police Department, Nathan stopped by to experience firsthand ""the positive impact we have on our community.""

Nathan was given a tour of the police department, and the opportunity to operate the lights and sirens in the patrol cars.

As his visit came to a close, Officer Nathan took the initiative to notify dispatch that he was 10-7 (which means off-duty).

The response he got seemed to make his day!

#fyp?#fyp#fyppppppppppppppppppppppp#Mississippi#news
 #goodnews #inspire #f #foryoupage",https://www.tiktok.com/@wlbt3onyourside/video/7471390754770849055,wlbt3onyourside,2/14/2025,27100,2980,201400,179,19,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','news','goodnews','inspire','f','foryoupage']",14:00:00
"The grandparents of a man killed in the Bourbon Street terror attack died and three others were injured after being struck by an alleged impaired driver Saturday night. 

#fyp? #fyp #fyppppppppppppppppppppppp #news #crimetok #crime",https://www.tiktok.com/@wlbt3onyourside/video/7472445466760793374,wlbt3onyourside,2/17/2025,99,0,2457,7,43,"['fyp?','fyp','fyppppppppppppppppppppppp','news','crimetok','crime']",16:45:00
"The voices of protesters echoed through the city of Waveland, Mississippi on Presidents Day.

#fyp? #fyp #fyppppppppppppppppppppppp #news #Mississippi #politics #Trump",https://www.tiktok.com/@wlbt3onyourside/video/7472835790419086622,wlbt3onyourside,2/18/2025,200,25,2539,11,106,"['fyp?','fyp','fyppppppppppppppppppppppp','news','mississippi','politics','trump']",13:04:59
"A registered s3x offender is now behind bars.

Authorities say 53-year-old Edward Wells was living in a makeshift tree house in the woods in Natchez, Mississippi.

Adams County Sheriff Travis Patten says Wells had been on the run for a week after he cut off his ankle bracelet.

#fyp? #fyp #fyppppppppppppppppppppppp #news #Mississippi #crime #crimetok #foryoupage",https://www.tiktok.com/@wlbt3onyourside/video/7472884361138900254,wlbt3onyourside,2/18/2025,88,5,3591,3,34,"['fyp?','fyp','fyppppppppppppppppppppppp','news','mississippi','crime','crimetok','foryoupage']",14:09:57
#fyp? #fyp #fyppppppppppppppppppppppp #news #lawsuit #IVF,https://www.tiktok.com/@wlbt3onyourside/video/7473168283273874719,wlbt3onyourside,2/19/2025,3068,1543,84700,525,65,"['fyp?','fyp','fyppppppppppppppppppppppp','news','lawsuit','ivf']",13:15:31
"DREAM COME TRUE: For Mylan Williams, being accepted into Mississippi State University’s ACCESS Program was a dream come true.

Now in its 15th year, Mississippi State University’s ACCESS Program is the first program in the state for students with intellectual or developmental disabilities.

Students experience academics, career development, independent living, and socialization, and take part in activities at MSU.

#fyp? #fyp #fyppppppppppppppppppppppp #news #Mississippi #foryoupage #goodnews",https://www.tiktok.com/@wlbt3onyourside/video/7473278002642636063,wlbt3onyourside,2/19/2025,61900,1652,440900,1651,26,"['fyp?','fyp','fyppppppppppppppppppppppp','news','mississippi','foryoupage','goodnews']",01:16:21
#fyp? #fyp #fyppppppppppppppppppppppp #Mississippi #Jackson,https://www.tiktok.com/@wlbt3onyourside/video/7473491957755563294,wlbt3onyourside,2/20/2025,566,393,29000,66,104,"['fyp?','fyp','fyppppppppppppppppppppppp','mississippi','jackson']",19:09:12
"Excitement is building for Mississippians as beaver logos are now on display at the state's first Buc-ee's.

The new travel center is expected to be open sometime in May.

#fyp #fyppppppppppppppppppppppp #fyp? #Mississippi #bucees",https://www.tiktok.com/@wlbt3onyourside/video/7473495278071336223,wlbt3onyourside,2/20/2025,21800,5267,259100,317,42,"['fyp','fyppppppppppppppppppppppp','fyp?','mississippi','bucees']",18:58:00
"APPLAUSE FOR DELBERT: Lt. Gov. Delbert Hosemann received a round of applause after returning to work one day after collapsing on the Senate floor.

Hosemann says he was “dehydrated,” but was “feeling fine"" as of Wednesday afternoon.

“Lesson learned,"" he said in a statement on Wednesday. ""Stay hydrated.”

#fyp? #fyp #fyppppppppppppppppppppppp #news #Mississippi #goodnews #politics #Delbert #Hosemann",https://www.tiktok.com/@wlbt3onyourside/video/7473612403658231070,wlbt3onyourside,2/20/2025,84,3,5730,6,32,"['fyp?','fyp','fyppppppppppppppppppppppp','news','mississippi','goodnews','politics','delbert','hosemann']",03:52:51
#fyp? #fyp #fyppppppppppppppppppppppp #xyzbca #foryoupage #news #Mississippi #crimetok #Jackson,https://www.tiktok.com/@wlbt3onyourside/video/7473964485460430111,wlbt3onyourside,2/21/2025,54,5,3572,0,11,"['fyp?','fyp','fyppppppppppppppppppppppp','xyzbca','foryoupage','news','mississippi','crimetok','jackson']",13:30:00
"Chef Shane Gorringe, who has worked as a pastry chef around the world, shows how to make fondant roses that he uses to decorate cakes at his Biloxi bakery, Zoe's Bakery.
To read more, check out sunherald.com.
#bakery #baking #howto #roses #fondant #flowers #mscoast #mississippi #pastries #chef #cooking #restaurant #food #foodie",https://www.tiktok.com/@sunherald/video/7507292238100172075,sunherald,5/22/2025,128,6,2810,1,96,"['bakery','baking','howto','roses','fondant','flowers','mscoast','mississippi','pastries','chef','cooking','restaurant','food','foodie']",17:32:21
"Watch as attorney Hugh Keating, who ran as a Republican, makes an acceptance speech at his election party on June 3 after appearing to win the Gulfport mayor race against former state Rep. Sonya Williams Barnes, who ran as a Democrat.
The contentious and high profile race for the mayor of Mississippi's second largest city drew support from national figures such as Republican U.S. Sen. Tim Scott of South Carolina and Democrat Stacey Abrams of Georgia
To read more, click the link in bio.
#news #election #municipalelection #gulfportms #gulfport #mscoast #mississippi #republican #democrat #vote",https://www.tiktok.com/@sunherald/video/7512129714912447790,sunherald,6/4/2025,31,0,3739,6,168,"['news','election','municipalelection','gulfportms','gulfport','mscoast','mississippi','republican','democrat','vote']",21:00:00
"Buc-ee's newest location in Mississippi is now open. Fans of the travel stop chain were in line for the Harrison County location's at 6 a.m.
To read more about the new location, click the link in bio.
#news #bucees #mscoast #mississippi #travel",https://www.tiktok.com/@sunherald/video/7513992256500682027,sunherald,6/9/2025,13900,1316,196900,113,75,"['news','bucees','mscoast','mississippi','travel']",14:59:11
"With the upcoming 'No Kings' protests, follow these tips to protest safely and legally in Mississippi.
Read the article at the link in our bio.
?? by Sundi Rose,  by Caroline Pecora
#mississippi #protesting #nokings #fyp #biloxi #firstamendment",https://www.tiktok.com/@sunherald/video/7515464245828488491,sunherald,6/13/2025,533,26,15200,31,48,"['mississippi','protesting','nokings','fyp','biloxi','firstamendment']",18:00:00
"A poke bowl franchise owned by MLB baseball player Todd Stottlemyre just opened its newest location — Gulfport, Mississippi.
The new restaurant, which is the first location anywhere along the Gulf Coast, offers an array of poke bowl options as well as boba.
To read more, check out sunherald.com
#news #food #restaurants #mscoast #mississippi #pokebowl #poke #foodie #new #gulfportms",https://www.tiktok.com/@sunherald/video/7517320378595822862,sunherald,6/18/2025,81,52,3304,5,60,"['news','food','restaurants','mscoast','mississippi','pokebowl','poke','foodie','new','gulfportms']",21:56:44
"Richard Gerald Jordan, Mississippi's longest serving inmate on death row, is set to be executed on Wednesday, June 25, at Mississippi State Penitentiary at Parchman, after 49 years on death row.
The nearly 80-year-old man once had the opportunity to get off death row.
To read more, check out sunherald.com.
#news #mscoast #mississippi #execution #crime #deathrow #inmate #convicted #convict #truecrime",https://www.tiktok.com/@sunherald/video/7519601784134896909,sunherald,6/24/2025,367,20,24400,15,111,"['news','mscoast','mississippi','execution','crime','deathrow','inmate','convicted','convict','truecrime']",13:00:00
"Jack Madison has been giving tours at Gulf Islands National Seashore for over 30 years. On July 11, the veteran celebrated his 100th birthday with one final tour of Fort Massachusetts on Ship Island. Here's what he had to say.
#news #mscoast #nationalparks #mississippi #100yearold #parks #volunteer #tour #birthday #gulfislands #shipisland",https://www.tiktok.com/@sunherald/video/7526163570573331767,sunherald,7/12/2025,686,49,4216,12,192,"['news','mscoast','nationalparks','mississippi','100yearold','parks','volunteer','tour','birthday','gulfislands','shipisland']",14:34:42
#fyp #fyppppppppppppppppppppppp #Mississippi #crimetok #HindsCounty,https://www.tiktok.com/@wlbt3onyourside/video/7474985864276217119,wlbt3onyourside,2/24/2025,7223,1420,213400,825,114,"['fyp','fyppppppppppppppppppppppp','mississippi','crimetok','hindscounty']",17:14:36
#fyp? #fyp #fyppppppppppppppppppppppp #xyzbca #foryoupage #news #crimetok #crime,https://www.tiktok.com/@wlbt3onyourside/video/7475046294986296607,wlbt3onyourside,2/24/2025,108,10,4688,0,52,"['fyp?','fyp','fyppppppppppppppppppppppp','xyzbca','foryoupage','news','crimetok','crime']",13:00:00
"Today, police provided a dignified transfer and procession for the body of fallen deputy Martin Shields, Jr.

Deputy Shields Jr. was shot and killed Sunday after responding to a domestic incident in Terry, Mississippi.

The procession began at the Mississippi State Crime Lab and ended at the Westhaven Funeral Home.

#fyp? #fyp #fyppppppppppppppppppppppp #xyzbca #foryoupage #news #crimetok #crime #Mississippi",https://www.tiktok.com/@wlbt3onyourside/video/7475123990583938335,wlbt3onyourside,2/24/2025,216,14,4071,31,40,"['fyp?','fyp','fyppppppppppppppppppppppp','xyzbca','foryoupage','news','crimetok','crime','mississippi']",20:00:00
#fyp #fyppppppppppppppppppppppp #Jackson #potholes #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7476451016628653342,wlbt3onyourside,2/28/2025,831,605,18300,22,47,"['fyp','fyppppppppppppppppppppppp','jackson','potholes','mississippi']",13:30:00
"CAUGHT ON CAMERA: A man was wanted after he was caught on camera swinging an axe at a car in an apparent road rage attack in Memphis.

The elderly victim said that he and his girlfriend accidentally side-swiped the back of the man's vehicle prior to the incident.

He has since been arrested.",https://www.tiktok.com/@wlbt3onyourside/video/7476495338623225118,wlbt3onyourside,2/28/2025,42,2,3467,2,24,[''],15:23:32
"An inmate in Mississippi faces more prison time after assaulting a jailer.

John Riles was in custody for violating probation relating to a forgery charge when he assaulted the jailer in November 2024.

Riles used a Taser on the jailer and was subsequently charged with assault.

Riles, 52, was convicted on that assault charge and will serve five years in prison.

#fyp? #fyp #fyppppppppppppppppppppppp #xyzbca #foryoupage #news #crimetok #crime #Mississippi",https://www.tiktok.com/@wlbt3onyourside/video/7478136304673230111,wlbt3onyourside,3/5/2025,45,4,1840,0,25,"['fyp?','fyp','fyppppppppppppppppppppppp','xyzbca','foryoupage','news','crimetok','crime','mississippi']",14:09:05
#fyp? #fyp #fyppppppppppppppppppppppp #xyzbca #foryoupage #news #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7481813291799530783,wlbt3onyourside,3/14/2025,82,5,2638,3,47,"['fyp?','fyp','fyppppppppppppppppppppppp','xyzbca','foryoupage','news','mississippi']",13:51:36
"A family watched a tornado go right by their home during the severe storms over the weekend in Tylertown, Mississippi, with the tornado whipping trees and debris.

A total of 7 people were killed due to the severe weather. #fyp #fyppppppppppppppppppppppp #Mississippi #tornado#severeweather #firstalertweather",https://www.tiktok.com/@wlbt3onyourside/video/7483177914679299358,wlbt3onyourside,3/18/2025,66,7,1532,2,60,"['fyp','fyppppppppppppppppppppppp','mississippi','tornado','severeweather','firstalertweather']",13:56:37
#fyp #fyppppppppppppppppppppppp #Mississippi #crimetok,https://www.tiktok.com/@wlbt3onyourside/video/7483888583443516702,wlbt3onyourside,3/20/2025,571,1229,24500,100,180,"['fyp','fyppppppppppppppppppppppp','mississippi','crimetok']",14:51:02
"An 11-year-old in Petal, Mississippi was arrested and charged after he allegedly beat a family's 7-year-old pet dog, Chico, to death.

We got him and his sister for Christmas seven years ago,” the owner said. ""“It was very brutal, and he meant to do it.""

#fyp #Mississippi #fyppppppppppppppppppppppp #fyp?",https://www.tiktok.com/@wlbt3onyourside/video/7484258804683590943,wlbt3onyourside,3/21/2025,133,27,3152,12,133,"['fyp','mississippi','fyppppppppppppppppppppppp','fyp?']",16:00:00
"FEEL GOOD FRIDAY: Firefighters with the Greenville Fire Department in Mississippi were showing off their moves to ""Boots on the Ground."" 

*DISCLAIMER* We do not own copyrights to this song.#fyp #fyppppppppppppppppppppppp #Mississippi",https://www.tiktok.com/@wlbt3onyourside/video/7484287613327674654,wlbt3onyourside,3/21/2025,1668,245,16500,65,64,"['fyp','fyppppppppppppppppppppppp','mississippi']",14:08:10
#fyp? #fyppppppppppppppppppppppp #fyp #Jackson #stpatricksday,https://www.tiktok.com/@wlbt3onyourside/video/7484841167352302878,wlbt3onyourside,3/23/2025,1543,1034,43000,59,69,"['fyp?','fyppppppppppppppppppppppp','fyp','jackson','stpatricksday']",15:00:00
#fyp? #fyp #fyppppppppppppppppppppppp #xyzbca #foryoupage #news #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7485903598161775902,wlbt3onyourside,3/26/2025,1441,1549,41900,36,29,"['fyp?','fyp','fyppppppppppppppppppppppp','xyzbca','foryoupage','news','mississippi']",14:39:46
"A Mississippi man has been arrested after the remains of three people were found in a storage unit.

Deputy Billy Barber says Albert Creath, the previous owner of Creath Memorial Services, has been arrested and charged with improper desecration of corpses.

According to the chief deputy, Creath had been using storage units to continue doing funeral and burial services after losing his license and business.

Chief Deputy Barber says deputies responded to a call concerning a casket and discovered Creath had been using the storage unit as a funeral home and still charging people.

#fyp? #fyp #fyppppppppppppppppppppppp #xyzbca #foryoupage #news #Mississippi #crimetok #crime",https://www.tiktok.com/@wlbt3onyourside/video/7486601758073048351,wlbt3onyourside,3/27/2025,4475,2103,138100,185,16,"['fyp?','fyp','fyppppppppppppppppppppppp','xyzbca','foryoupage','news','mississippi','crimetok','crime']",22:54:01
"Multiple arrests have been made in connection with the mass shooting that occurred hours after the St. Paddy’s Parade in downtown Jackson.

On Thursday, Capitol Police said they arrested 22-year-old Michael McLeod, who is a UMMC Officer and an Air Force security guard, and his brother, 21-year-old Marquavius McLeod, was also arrested.

Michael McLeod is currently being held at the Hinds County Detention Center in Raymond.

Both suspects are charged with first-degree murder and six counts of aggravated assault.

At a court appearance Friday morning, Michael McLeod was denied bond.",https://www.tiktok.com/@wlbt3onyourside/video/7486885791197678879,wlbt3onyourside,3/28/2025,287,64,19400,2,11,[''],13:18:31
"A person is wanted after he allegedly pointed a gun at a Jackson Police officer and posted it on social media.

Jackson Police Chief Joseph Wade said during a press conference that the incident happened on Highway 80 near Robinson Road on Tuesday.

Chief Wade said the person pointed a Glock that had an illegal switch attached at a JPD cruiser that was occupied by an officer. The suspect then posted it on Instagram.

Chief Wade said that this is being investigated as a “terroristic threat.”

Wade said that a person of interest has been identified, but his information has not been released due to the situation being an active investigation.

#fyp #fyppppppppppppppppppppppp #crimetok #fyp? #Jackson #Mississippi",https://www.tiktok.com/@wlbt3onyourside/video/7488780499251498270,wlbt3onyourside,4/2/2025,623,269,19700,51,102,"['fyp','fyppppppppppppppppppppppp','crimetok','fyp?','jackson','mississippi']",15:14:43
#fyp #fyppppppppppppppppppppppp #Jackson #crimetok #fyp? #Mississippi,https://www.tiktok.com/@wlbt3onyourside/video/7489104452079652127,wlbt3onyourside,4/3/2025,325,49,18200,13,35,"['fyp','fyppppppppppppppppppppppp','jackson','crimetok','fyp?','mississippi']",12:47:25
#fyp #fyppppppppppppppppppppppp #Jackson #Mississippi #fyp?,https://www.tiktok.com/@wlbt3onyourside/video/7490526726850759967,wlbt3onyourside,4/7/2025,682,178,24200,50,97,"['fyp','fyppppppppppppppppppppppp','jackson','mississippi','fyp?']",14:20:25
"Clean-up efforts are ongoing in Mississippi after destructive storms hit, including a tornado in Tippah County.

The storm destroyed 13 homes and two farms and it injured three people.

Larry Devore said his parents got thrown 80 yards when a tornado picked up their home while they were inside.

“He said he never realized how fast it happened, and he said it literally happened like a streak of light,” Larry Devore said.

The house is destroyed and his parents and one other person were hurt.

#Mississippi #fyppppppppppppppppppppppp #fyp #severeweather #fyp?",https://www.tiktok.com/@wlbt3onyourside/video/7490574331446103327,wlbt3onyourside,4/7/2025,2017,298,41900,35,73,"['mississippi','fyppppppppppppppppppppppp','fyp','severeweather','fyp?']",22:32:23
